treshold,class,mAP,precision,recall,TP,FP
0.1,car,0.27739012241363525,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.1,person,0.8235361576080322,0.7924690842628479,0.8884950280189514,2757.0,722.0
0.1,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.1,average,0.6001834273338318,0.6115071773529053,0.8352176547050476
0.15000000000000002,car,0.2761193811893463,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.15000000000000002,person,0.8229849934577942,0.7918941974639893,0.8878504633903503,2755.0,724.0
0.15000000000000002,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.15000000000000002,average,0.5995761156082153,0.6113155484199524,0.8350027203559875
0.20000000000000004,car,0.2747596800327301,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.20000000000000004,person,0.8229849934577942,0.7918941974639893,0.8878504633903503,2755.0,724.0
0.20000000000000004,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.20000000000000004,average,0.5991228818893433,0.6113155484199524,0.8350027203559875
0.25000000000000006,car,0.27425429224967957,0.25849688053131104,0.8852459192276001,540.0,1549.0
0.25000000000000006,person,0.8227173686027527,0.7916067838668823,0.8875281810760498,2754.0,725.0
0.25000000000000006,rider,0.6972157955169678,0.7799999713897705,0.7274031639099121,507.0,143.0
0.25000000000000006,average,0.5980624556541443,0.6100345253944397,0.8333924412727356
0.30000000000000004,car,0.2722805440425873,0.256582111120224,0.8786885142326355,536.0,1553.0
0.30000000000000004,person,0.822449803352356,0.7913193702697754,0.887205958366394,2753.0,726.0
0.30000000000000004,rider,0.6927490234375,0.7753846049308777,0.7230989933013916,504.0,146.0
0.30000000000000004,average,0.5958264470100403,0.6077620387077332,0.8296644687652588
0.3500000000000001,car,0.2605109214782715,0.252273827791214,0.8639343976974487,527.0,1562.0
0.3500000000000001,person,0.8200273513793945,0.790457010269165,0.8862391114234924,2750.0,729.0
0.3500000000000001,rider,0.6915886402130127,0.7738461494445801,0.7216642498970032,503.0,147.0
0.3500000000000001,average,0.5907089710235596,0.6055256724357605,0.823945939540863
0.40000000000000013,car,0.2515871524810791,0.2489229291677475,0.8524590134620667,520.0,1569.0
0.40000000000000013,person,0.8167484998703003,0.7878700494766235,0.8833386898040771,2741.0,738.0
0.40000000000000013,rider,0.6898530721664429,0.7723076939582825,0.7202295660972595,502.0,148.0
0.40000000000000013,average,0.5860629081726074,0.6030335426330566,0.8186757564544678
0.45000000000000007,car,0.2237333059310913,0.23647677898406982,0.8098360896110535,494.0,1595.0
0.45000000000000007,person,0.8130518198013306,0.7852831482887268,0.8804382681846619,2732.0,747.0
0.45000000000000007,rider,0.6886520385742188,0.7707692384719849,0.7187948226928711,501.0,149.0
0.45000000000000007,average,0.5751457214355469,0.5975097417831421,0.8030230402946472
0.5000000000000001,car,0.20364898443222046,0.223551943898201,0.7655737996101379,467.0,1622.0
0.5000000000000001,person,0.8042947053909302,0.7783845663070679,0.8727038502693176,2708.0,771.0
0.5000000000000001,rider,0.6841256618499756,0.766153872013092,0.7144906520843506,498.0,152.0
0.5000000000000001,average,0.5640230774879456,0.5893635153770447,0.7842561602592468
0.5500000000000002,car,0.1910788118839264,0.21589277684688568,0.7393442392349243,451.0,1638.0
0.5500000000000002,person,0.7942155003547668,0.7703363299369812,0.8636803030967712,2680.0,799.0
0.5500000000000002,rider,0.6757785081863403,0.7569230794906616,0.7058823704719543,492.0,158.0
0.5500000000000002,average,0.5536909699440002,0.5810506939888,0.7696356177330017
0.6000000000000002,car,0.17499707639217377,0.2067975103855133,0.7081966996192932,432.0,1657.0
0.6000000000000002,person,0.775728702545166,0.7568266987800598,0.8485336899757385,2633.0,846.0
0.6000000000000002,rider,0.673418402671814,0.7538461685180664,0.7030128836631775,490.0,160.0
0.6000000000000002,average,0.5413814187049866,0.5724901556968689,0.7532477378845215
0.6500000000000001,car,0.16836495697498322,0.20153182744979858,0.6901639103889465,421.0,1668.0
0.6500000000000001,person,0.7528631687164307,0.739005446434021,0.8285530209541321,2571.0,908.0
0.6500000000000001,rider,0.6663236618041992,0.7461538314819336,0.6958392858505249,485.0,165.0
0.6500000000000001,average,0.5291839241981506,0.5622303485870361,0.7381854057312012
0.7000000000000002,car,0.15973825752735138,0.19387266039848328,0.6639344096183777,405.0,1684.0
0.7000000000000002,person,0.7001466155052185,0.70681232213974,0.7924588918685913,2459.0,1020.0
0.7000000000000002,rider,0.6565055847167969,0.7353846430778503,0.6857962608337402,478.0,172.0
0.7000000000000002,average,0.5054634809494019,0.5453565120697021,0.7140631675720215
0.7500000000000002,car,0.14905574917793274,0.18382000923156738,0.6295081973075867,384.0,1705.0
0.7500000000000002,person,0.618730366230011,0.6516240239143372,0.7305833101272583,2267.0,1212.0
0.7500000000000002,rider,0.6422374844551086,0.7230769395828247,0.6743184924125671,470.0,180.0
0.7500000000000002,average,0.47000789642333984,0.5195069909095764,0.6781366467475891
0.8000000000000002,car,0.1310645490884781,0.16754427552223206,0.5737704634666443,350.0,1739.0
0.8000000000000002,person,0.5080105662345886,0.5711411237716675,0.6403480768203735,1987.0,1492.0
0.8000000000000002,rider,0.612280547618866,0.6938461661338806,0.6470588445663452,451.0,199.0
0.8000000000000002,average,0.41711854934692383,0.477510541677475,0.6203924417495728
0.8500000000000002,car,0.11147734522819519,0.1469602733850479,0.5032786726951599,307.0,1782.0
0.8500000000000002,person,0.34054458141326904,0.4544409215450287,0.5095069408416748,1581.0,1898.0
0.8500000000000002,rider,0.5110034942626953,0.6138461828231812,0.5724533796310425,399.0,251.0
0.8500000000000002,average,0.32100847363471985,0.40508246421813965,0.5284129977226257
0.9000000000000002,car,0.05702860653400421,0.1029200553894043,0.35245901346206665,215.0,1874.0
0.9000000000000002,person,0.1297484040260315,0.27019259333610535,0.30293264985084534,940.0,2539.0
0.9000000000000002,rider,0.28897854685783386,0.4430769085884094,0.41319942474365234,288.0,362.0
0.9000000000000002,average,0.15858519077301025,0.27206316590309143,0.3561970293521881
0.9500000000000003,car,0.008474307134747505,0.0354236476123333,0.1213114783167839,74.0,2015.0
0.9500000000000003,person,0.006771421991288662,0.05777522176504135,0.06477602571249008,201.0,3278.0
0.9500000000000003,rider,0.019792921841144562,0.09846153855323792,0.09182209521532059,64.0,586.0
0.9500000000000003,average,0.01167954970151186,0.06388679891824722,0.09263653308153152
0.9500000000000003,mAP,0.4898239699606266
